ID,medio,titulo_noticia,score_total
id_447,mediosregionales,Cambio climático: el desafío de anticipar y gestionar los riesgos emergentes que impactan al mundo del trabajo,-6
id_448,mediosregionales,Cambio climático: el desafío de anticipar y gestionar los riesgos emergentes que impactan al mundo del trabajo,-6
id_45,bbcl,Más de 10 millones de kilos de comida se botan al día: Así combate Chile el desperdicio de alimentos,-14
id_450,mediosregionales,Destinan $480 millones a proyectos de Bienes Públicos para enfrentar el cambio climático en la región de Antofagasta,2
id_452,mediosregionales,Avanzan en la elaboración del Plan de Acción Comunal de Cambio Climático en Puerto Montt,-2
id_453,mediosregionales,Castro presenta avance de plan comunal por cambio climático,2
id_455,mediosregionales,Cómo el cambio climático está afectando la salud de la piel y el cabello,3
id_458,mediosregionales,Estudio afirma que los choritos sobrevivirán al cambio climático,2
id_459,mediosregionales,Consejo Regional conoce avances de la Política de Sostenibilidad Hídrica 2024-2034,2
id_46,bbcl,En temporada de calor: acuerdo entre Chile y EE.UU. busca prevenir y manejar incendios forestales,3
id_461,mediosregionales,DGA convoca a sectores productivos a participar en estrategia hídrica de adaptación al cambio climático,2
id_463,mediosregionales,Instituciones públicas y privadas impulsan una agenda común por la construcción sustentable,2
id_467,mediosregionales,DGA del MOP inicia elaboración de indicadores de seguridad hídrica para enfrentar el cambio climático,8
id_468,mediosregionales,INFOR es parte de proyecto internacional que evalúa plantaciones mixtas como estrategia frente al cambio climático,0
id_469,mediosregionales,Estudian levaduras para evitar que el cambio climático afecte al vino,-1
id_47,bbcl,Estudio advierte que tomar melatonina para dormir podría no ser inocuo y causar problemas cardíacos,-5
id_470,mediosregionales,Concurso para el Fondo de Protección Ambiental 2026 abre postulaciones,2
id_472,mediosregionales,Arquitectos proponen transformar Valparaíso con edificios de madera y huertos en altura,2
id_473,mediosregionales,Advierten que bosque mediterráneo chileno está cerca del colapso,-1
id_479,mediosregionales,"Quillay, peumo y litre: las especies nativas que mueren por la megasequía",-2
id_48,bbcl,El 1% más rico del planeta acapara más del 40% de la riqueza de todo el mundo,-6
id_482,mediosregionales,Científicos extranjeros y nacionales encabezarán charlas magistrales de los congresos de ciencia antártica en Valdivia,1
id_484,mediosregionales,Alto Hospicio diseña su Plan de Acción Climática con participación activa de la comunidad,-2
id_489,mediosregionales,Mundaca celebra triunfo de Jeannette Jara: “Este ejercicio democrático abre un camino de esperanza para Chile”,-3
id_49,bbcl,"Un glaciar de la Antártica se redujo un 50% en solo 2 meses: ""La velocidad de retroceso es increíble""",-2
id_491,mediosregionales,“Las marejadas dejaron de ser excepcionales”: capitán de Puerto de San Antonio alerta por efectos del cambio climático,1
id_492,mediosregionales,Saesa realizó webinar sobre el impacto del cambio climático en la continuidad del servicio eléctrico,-2
id_494,mediosregionales,Curanilahue es la primera comuna del Biobío en contar con su Plan de Acción de Cambio Climático aprobado,2
id_496,mediosregionales,Experto asegura que mayor frecuencia de tornados en el sur del país se debe al cambio climático,2
id_498,mediosregionales,Mujeres rurales lideran la innovación agrícola en Valparaíso con foco en sostenibilidad,6
id_5,bbcl,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",-4
id_50,bbcl,Chile y Canadá firman una modernización de su asociación estratégica en la cumbre APEC,2
id_501,mediosregionales,Estudio revela que el 72% de los chilenos considera que se debería hacer más en la lucha contra el cambio climático,-3
id_503,mediosregionales,Epson obtiene la máxima calificación en acción climática por quinto año consecutivo,-3
id_504,mediosregionales,Conectividad satelital impulsa resiliencia agrícola frente al cambio climático,4
id_505,mediosregionales,Felipe Rivera de Aguas Pacífico: “La desalinización es una solución real al cambio climático”,-4
id_508,mediosregionales,Innovan en la Provincia de Llanquihue con soterramiento de líneas eléctricas rurales,4
id_51,bbcl,"Con desliz incluido, presidente Boric destaca alianza verde con Nueva Zelanda y Singapur en APEC",5
id_511,mediosregionales,Lanzan convocatoria para jóvenes emprendedores con foco en innovación y sostenibilidad minera,1
id_512,mediosregionales,La comida como aliada contra el cambio climático: así es cómo nuestras elecciones marcan la diferencia,2
id_513,mediosregionales,Avance de un 43% en obras de mejoramiento del molo de abrigo de Puerto San Antonio,2
id_515,mediosregionales,¿Por qué los humedales son clave para enfrentar el cambio climático?,-4
id_516,mediosregionales,Entra en vigor el acuerdo comercial entre la Unión Europea y Chile para impulsar la competitividad,-3
id_519,mediosregionales,Crece la preocupación de la comunidad científica e internacional por la retirada de Estados Unidos del Acuerdo de París,8
id_52,bbcl,"""No me afecta"": Anthony Hopkins revela años de rechazo de su hija actriz, con la que grabó 2 películas",-6
id_520,mediosregionales,Cambio climático: MOP finaliza obras de control aluvional en el sector alto de Copiapó,-6
id_522,mediosregionales,Alza de la temperatura global afectaría al menos a 55 mil habitantes de zonas costeras del Biobío,-2
id_523,mediosregionales,La variabilidad climática amenaza la seguridad hídrica en Chile: digitalización como solución clave,-2
id_525,mediosregionales,Proyectos innovadores transforman la agricultura de Valparaíso con soluciones sostenibles,4
id_53,bbcl,Dos homicidio y múltiples agresiones sexuales: productor de Hollywood arriesga sobre 1 siglo de cárcel,-21
id_531,mediosregionales,ONU: Los países deben aumentar &quot;drásticamente&quot; su adaptación al cambio climático,0
id_534,mediosregionales,Los Muermos avanza en la lucha contra el cambio climático con talleres participativos,-2
id_535,mediosregionales,Lucía Villar es reconocida por sus investigaciones sobre el metano oceánico en los premios For Women in Science 2024,3
id_538,mediosregionales,Chilenas competirán en la final dell Wordl Summit Technovation en Estados Unidos,15
id_54,bbcl,"Bill Gates asegura que el cambio climático ""no conducirá a la desaparición de la humanidad""",-1
id_540,mediosregionales,“La contingencia fue un recordatorio de que el desafío del cambio climático es cada vez más grande”,1
id_544,mediosregionales,Mujeres rurales de Lanco y Mariquina recibieron información sobre 3er Concurso Público de la Estrategia Nacional de Cambio Climático y Recursos Vegetacionales,8
id_546,mediosregionales,Director de Indap en La Araucanía: “Chile enfrenta riesgos importantes por el cambio climático”,-2
id_548,mediosregionales,Ministra de Medio Ambiente visita El Quisco y destaca trabajo por el cuidado del espacio,1
id_55,bbcl,Analizan los desafíos de nuevas industrias que marcarán el futuro: expertos se reúnen en FIFUC,5
id_550,mediosregionales,Cambio climático: MOP y PNUD anuncian construcción de nuevas obras de control aluvional en Antofagasta,-4
id_551,mediosregionales,Ignacio Mehech de Albemarle destaca el papel del litio en la lucha contra el cambio climático,3
id_553,mediosregionales,Inician experiencias piloto sobre la agricultura regenerativa en la provincia de Petorca,2
id_556,mediosregionales,Identifican 70 riesgos para Arica y Parinacota por el cambio climático,-2
id_56,bbcl,Dominique Charrier quiere hacer respetar localía en Punta de Lobos: se ilusiona en Campeonato Nacional,1
id_563,mediosregionales,Dirección de Turismo de Ancud se reúnen con investigadores que estudian efectos del cambio climático,0
id_566,mediosregionales,Municipalidades del Biobío avanzan en lineamientos de Planes de Acción Comunal de Cambio Climático,-1
id_57,bbcl,Chile declara oficialmente al pingüino de Humboldt en peligro de extinción: ¿se puede recuperar?,-12
id_571,mediosregionales,Ministra de OO.PP. llama a hacerse cargo del nuevo escenario hídrico,-5
id_578,mediosregionales,Gore de Antofagasta presentó plan regional contra el cambio climático a delegaciones internacionales,1
id_579,mediosregionales,Presidente Boric inició visita al territorio antártico chileno junto al secretario general de la ONU,-6
id_58,bbcl,"Descubren la solución a la sequía agrícola en el Desierto Florido: una flor llamada ""pata de guanaco""",2
id_581,mediosregionales,Fenómeno ‘El Niño’ y cambio climático elevan las temperaturas promedio en Calama,-1
id_587,mediosregionales,Invitan a ecosistema productivo regional a compartir sus desafíos con investigadores de la UFRO y el TEC de Monterrey,5
id_588,mediosregionales,"Aprueban extender el periodo de Gestión de Episodios Críticos más allá del invierno para Concón, Quintero y Puchuncaví",3
id_59,bbcl,El zarapito fino y los bandicut desaparecieron: estas son las 8 nuevas especies oficialmente extintas,-6
id_592,mediosregionales,Ministra del Medio Ambiente recordó advertencia sobre construir en las dunas de Concón,4
id_593,mediosregionales,Acuerdo de Producción Limpia impulsará la gestión de los residuos de la construcción en Antofagasta,-5
id_594,mediosregionales,Gobernador Vallespín por derrumbe en Carretera Austral: “Los efectos del cambio climático ya se empiezan a notar&quot;,1
id_597,mediosregionales,"San Pedro de Atacama entre las comunas más perjudicadas por el cambio climático: Podría aumentar un 2,7° durante el verano",5
id_598,mediosregionales,Investigan en Chiloé la relación entre el cambio climático y el cultivo del chorito,3
id_599,mediosregionales,Diputados respaldan resolución para campañas de concientización sobre el cambio climático en Chile,-3
id_6,bbcl,"Groenlandia publica guía para preparar a la población ante eventos de crisis, por interés de Trump",-3
id_60,bbcl,Revelan causa de muerte de activista Jane Goodall: falleció mientras dormía,1
id_607,mediosregionales,Codelco y BHP firman inédito acuerdo de innovación para el desarrollo de la minería sustentable,-6
id_608,mediosregionales,Psicóloga valdiviana investiga concepto conocido como &quot;eco -ansiedad&quot; y cómo afecta a los jóvenes,-4
id_609,mediosregionales,Estudio revela que más de 9 mil personas del borde costero de Antofagasta están expuestas a inundaciones a causa del cambio climático,-2
id_611,mediosregionales,"Cortinas de baño, overoles, el origen del incendio en el cambio climático y &quot;siempre linda&quot;: así fue el debut de Ripamonti en la Alfombra Roja",8
id_615,mediosregionales,En Alerta: Vecinos de balneario Hornito de Antofagasta preocupados ante erosión de la costa producto de las fuertes marejadas,6
id_616,mediosregionales,Región Los Lagos: Plan contra el cambio climático será implementado en la zona para este año 2023,2
id_618,mediosregionales,ACME Chile lanza premio para promover iniciativas sustentables frente al cambio climático,8
id_624,mediosregionales,Presidente de la COP27 reconoció dificultades para llegar a un acuerdo en la lucha contra el cambio climático,-1
id_625,mediosregionales,COP27: Lula aseguró que &quot;Brasil está de vuelta&quot; en la lucha global contra el cambio climático,-3
id_627,mediosregionales,Tras 3 años: Reactivan comité regional para abordar el cambio climático,1
id_628,mediosregionales,Comité Regional de Cambio Climático se reactiva en Los Lagos para implementar ley marco,-1
id_63,bbcl,¿Nuestra dieta afecta al planeta? Expertos debatirán sobre alimentación y cambio climático en Chile,-2
id_633,mediosregionales,Dos jóvenes porteños fueron invitados a la 77° Asamblea General de la ONU,-1
id_637,mediosregionales,Arribaron autos eléctricos todoterreno del Antofagasta Minerals Copper X Prix,-6
id_638,mediosregionales,"En Antofagasta realizarán la carrera de autos eléctricos, una de las más importante del mundo",1
id_639,mediosregionales,Autos eléctricos: carrera internacional será realizada en circuito cerca de minera Centinela,1
id_64,bbcl,El lado oscuro del viral chocolate Dubái y otras tendencias alimentarias,-3
id_642,mediosregionales,En primer Día Mundial del Krill lllaman a proteger crustáceo antártico,-4
id_644,mediosregionales,[VIDEO] Boric y Karamanos se reunieron en La Moneda con futura vicepresidenta de Colombia,1
id_647,mediosregionales,Gobernador Mundaca presidirá comité regional de cambio climático,3
id_65,bbcl,CMPC expone proyecto para restaurar 26 mil hectáreas en la Patagonia en congreso internacional,9
id_650,mediosregionales,Arica: Apuestan por la agricultura en el desierto para enfrentar el cambio climático,3
id_651,mediosregionales,Ministra de Salud confirmó monitoreo por avance de virus del mono en el mundo: &quot;Es una enfermedad seria&quot;,-2
id_653,mediosregionales,Alto representante de la Unión Europea aseguró que Chile resulta un país &quot;muy atractivo&quot; para el desarrollo de energías renovables,-3
id_656,mediosregionales,"El Universo, cambio climático y democraci: Los temas que abordará el Festival de Ciencia Puerto de Ideas",6
id_659,mediosregionales,Destacan aprobación de anteproyecto que contempla la protección de los siete lagos de Panguipulli,4
id_66,bbcl,La Tierra está al borde de una extinción masiva: alerta roja por más de 48 mil especies amenazadas,-4
id_664,mediosregionales,Investigación ambiental: buque científico realizará expedición en fiordos y canales de Magallanes,1
id_667,mediosregionales,[VIDEO] En seminario online analizan “Cómo se adapta una región minera al cambio climático”,-4
id_67,bbcl,Las principales propuestas de los candidatos presidenciales 2025 sobre medio ambiente y energía,2
id_673,mediosregionales,Cambio climático en Chile: Expertos advierten efectos de las olas de calor en el agro,-2
id_679,mediosregionales,Sustentabilidad: de la declaración a la acción,3
id_68,bbcl,"""Un copiloto digital"": CMPC detalla cómo optimiza procesos con IA en plantas de Chile y Brasil",0
id_683,mediosregionales,Gobernador regional de Arica presentó propuestas para enfrentar el cambio climático,1
id_684,mediosregionales,Secretario General de la ONU: Fallar contra el cambio climático es una &quot;sentencia de muerte&quot;,-5
id_685,mediosregionales,Bachelet pidió una Cumbre del Cambio Climático &quot;sin discursos vacíos ni promesas rotas&quot;,-7
id_689,mediosregionales,"Liceo de Puerto Montt realiza 1º intercambio de saberes, semillas y plantines",0
id_69,bbcl,"Lula mantiene conversación ""amistosa"" con Trump y pide eliminar las sanciones a Brasil",-3
id_691,mediosregionales,Salmoneros de Chile dan un paso más en el cuidado del planeta,7
id_694,mediosregionales,23 empresas vinculadas a SalmonChile firman acuerdo  voluntario de sustentabilidad y cambio climático,4
id_695,mediosregionales,Intervención se toma el Reloj de Flores en concientización al cambio climático,-2
id_696,mediosregionales,Piñera se reunió con Boris Johnson y firmó alianza científica con foco en pandemias y cambio climático,2
id_698,guioteca,Cambio climático subterráneo: Conoce de qué se trata este nuevo fenómeno,-2
id_699,guioteca,"Mejores fotos ambientales 2022: Cambió climático y fauna sobreviviendo, los protagonistas",-2
id_70,bbcl,"TikTok está recomendando contenido pornográfico a niños, según reporte: no sirve el ""modo restringido""",-4
id_700,guioteca,Fotos: La humilde vida de un millonario que dejó sus lujos para vivir austeramente y luchar contra el cambio climático,-1
id_707,guioteca,Islas Galápagos: Revelan increíbles fotos de los efectos del cambio climático en su ecosistema,-2
id_71,bbcl,"""Estamos en un alto nivel"": Productos de la región del Bío Bío destacan por variedad en Food &#038; Service",2
id_713,guioteca,¿Qué países están mejor posicionados para sobrevivir al cambio climático?,-2
id_715,guioteca,Trump cumple polémica promesa de campaña: EE.UU. abandona acuerdo sobre cambio climático,1
id_716,guioteca,"El segundo lago de Bolivia, el inmenso Poopó, se secó por el cambio climático",-1
id_717,guioteca,OMS: cambio climático traerá más muertes por enfermedades,2
id_718,guioteca,FAO: El cambio climático hace peligrar la agricultura a nivel global,-5
id_720,guioteca,Leonardo DiCaprio llama la atención de líderes mundiales por el cambio climático,-2
id_724,guioteca,Psíquicos: Habrá duro cambio climático en Chile el 2013,2
id_725,guioteca,Chile y cambio climático: Kyoto y los bonos de carbono,1
id_726,guioteca,Cinco graves consecuencias del cambio climático,-2
id_728,guioteca,"Empresas y cambio climático, cómo deben responder",2
id_729,guioteca,"""Las Torres del Olvido"": La novela que anticipó el cambio climático",-3
id_73,bbcl,Inédito proyecto rewilding: buscan repoblar guanacos en la Región Metropolitana,2
id_74,bbcl,"Secretario de Defensa de EEUU advierte que no puede haber más ""generales y almirantes gordos""",1
id_75,bbcl,Empresa lechera Manuka renueva por tercer año certificaciones medioambientales y de bienestar animal,10
id_76,bbcl,Chile lidera en percepción positiva de la minería: buscan promover sostenibilidad en la industria,7
id_77,bbcl,"Dos mujeres terminan en urgencias tras agresivo ataque de la misma ardilla en EEUU: ""Casi me mata""",-5
id_78,bbcl,Niña de un año salvó de milagro: recién se había bajado de auto dañado por árbol en Ñuñoa,1
id_79,bbcl,"Nano Calderón aseguró tener trastorno obsesivo-compulsivo: ""Tiene que estar milimétricamente perfecto""",-3
id_8,bbcl,"Marcelo Lagos critica gestión de catástrofe en Biobío y Ñuble: ""Ante incendios, estamos a poto pelado""",9
id_81,bbcl,"Boric niega haber criticado a Trump en la ONU: ""Me quieren llevar a polemizar con un presidente""",-3
id_83,bbcl,"Memoria y solidaridad en campaña ""Un Árbol por Palestina""",4
id_84,bbcl,"El arquero alemán que estuvo preso, ’murió’, secuestró un pingüino y ostenta un récord inigualable",-5
id_85,bbcl,Gobierno reconoce al Río Maipo de Melipilla como un humedal urbano: es el más grande de Chile,2
id_87,bbcl,Con una inversión de más de &#36;40 billones en la RM: Gobierno presenta plan de infraestructura a 30 años,2
id_88,bbcl,La Nueva Política de Desarrollo Urbano: Entre la promesa y la actualización pendiente,-2
id_89,bbcl,Ejecutivos del Grupo Banco Mundial visitan Chile para conocer avances en transición energética,5
id_9,bbcl,Dentro de una granja para gordos en China: controvertidos y estrictos campamentos para adelgazar,-3
id_90,bbcl,Estudio descubrió un desfase de las estaciones en distintos puntos del planeta y uno de ellos es Chile,-1
id_91,bbcl,Minvu lanza catálogo para impulsar diseños ecológicos en obras de construcción públicas y privadas,3
id_92,bbcl,"Qué es un bot de redes sociales, cómo funciona y en qué se diferencia de una cuenta falsa o anónima",1
id_93,bbcl,Gobierno destaca que ahora carne de cerdo y embutidos chilenos podrán ser exportados a Emiratos Árabes,10
id_95,bbcl,"Chile enfrenta uno de los años más críticos en materia de crisis hídrica, alerta Greenpeace",-10
id_96,bbcl,"Estudio reveló que el bosque mediterráneo chileno podría colapsar: ""Sería muy difícil que se recupere""",-18
id_97,bbcl,"A falta de polen, científicos crean un ""superalimento"" para salvar a las abejas melíferas",-4
id_98,bbcl,Buena noticia para los amantes del chocolate: precios del cacao bajan tras tocar máximos de dos meses,1
id_99,bbcl,Se adelantaron las alergias estacionales: ¿cómo diferenciarlas de un resfriado?,0
