"id","titulo","artista","estrofa","estilo","ave_sentiment","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","fiesta"
"id_1543","In Love With The CoCo Freestyle","Myke Towers","(Intro)
Artillery
You know, i get it do baby
Tambien le metemos oiste
Jajajaja
Young kingz motherfucker
Try me if you want baby
Easy money","rap",0,0,0,0,0,0,0,0,0,"No"
"id_1545","La Modelo","Ozuna","Y de pensar que yo contigo quiero estar
Querer probar, algo de ti pa' no olvidar
Yo no me sé ni su nombre, pero la quiero
Pasó y dejó su fragancia, y hasta me desesperó
Y de pensar que yo contigo quiero estar
Quiero probar, algo de ti pa' no olvidar
Yo no me sé ni su nombre, pero la quiero
Pasó y dejó su fragancia, y hasta me desesperó","rap",-1.43427433120127,0,0,0,0,0,1,0,0,"No"
"id_1547","El charro chino","Indio Solari y los Fundamentalistas del Aire Acondicionado","Tuvo esperanzas, soñaba en la Onda latina (¡al fin!)
Ser la beibi y (¡iujj!) así triunfar…
Con comprar algo Armani en Rodeo Drive
Y Sony-doggys e ideas locas ¡locas! ¡locas!... man
Con diabluras de monaguillo
Con cuernos y tridente","rock",-0.834987739460899,0,0,0,0,0,0,0,0,"No"
"id_1550","Eres mío","Thala","Tú eres mío, mío, mío (Mío)
Tu foto de perfil es una foto conmigo
Yo soy tuya, tuya, tuya (Tuya)
Que to' los que me escriben se busquen la suya
Porque eres mío, mío, mío (Mío)
Tu foto de perfil es una foto conmigo
Yo soy tuya, tuya, tuya
Que to' los que me escriben se busquen la suya","pop",0,0,0,0,0,0,0,0,0,"No"
"id_1552","Amor limosnero","Joan Sebastian","Aqui se termina, aqui se termina
Este amor limosnero
Me voy de tu vida
Porque te quiero
Te doy la libertad
De que vueles en voz de tu felicidad","pop",1.48556270541641,0,2,0,0,3,0,1,1,"No"
"id_1553","Como Los Gatos","Bejo","Y si un amigo de un amigo de un amigo te lo dijo
¿Por qué estás tan segura de que no te correspondo ?
Que te miento y que te engaño si rápido no respondo
Me pasa por perogrullo, totorota y mentecato
No sé si somos dos que son uno como un diptongo
O dos tontos distintos que están juntos como un hiato
Tú por mí te derrites, yo por ti me arrebato
Pero yo no sé si al rato...","rap",0.304703138462856,0,3,0,0,3,0,0,3,"No"
"id_1556","Con el Coco Rapado","Cartel de Santa","Con el coco rapado
Vamos por todos lados
Con el cuerpo tatuado
Desafiando a la suerte
Tras la vida la muerte
Tras la muerte quien sabe
Como quiera no avisa, esa cae de repente","rap",-0.514495755427526,2,3,2,2,1,2,3,0,"No"
"id_1559","Cuando Tú Estás Aquí","Myke Towers","Cuando tú estás aquí (Estás aquí)
Siento que mi corazón del pecho se quiere salir (Eh)
Cuando nos estamos besando (Oh)
Cuando tú estás aquí (Estás aquí)
Te me trepas encima y siento que mis emociones dependen de ti (Dependen de ti)
Cuando estamos chingando (Ey)","pop",-0.147441956154897,0,1,0,0,0,1,0,0,"No"
"id_1565","Fuentes de Ortíz","Kenia OS","Ya dime si quieres estar conmigo o si mejor me voy
Tus besos dicen que tú sí me quieres pero tus palabras no
Y al chile yo hasta moriría por ti pero dices que no
No eres directa neta ya me estás cansando sé concreta por favor
Y en la noche en que las estrellas salen
Yo pienso en ti mi amor","pop",1.01600101600152,1,0,0,1,1,1,0,0,"No"
"id_1566","Libera el Estrés","Toteking","You don't understand me, that's your trouble
Not my fault because you don't understand me
I don't understand you either
But I don't spend my whole life tryna put the blame over on you Because my cigarette didn't light
Or because some didn't work, right?
Why you wanna call me a murderer for?
I've never killed anyone
I don't need to kill anyone","rap",0,0,0,0,0,0,0,0,0,"No"
"id_1567","Dilemma Spanish Remix","Casper Mgico","Y yo no paro de pensar en ti
Y donde voy todo me acuerda a ti
Vuelve bebé
Que yo te extraño bebé
(Nosotros somos los mágicos bebé)","rap",-0.188982236504614,0,0,0,0,0,0,0,0,"No"
"id_157","Me Prefieres","Kevin Roldn","Mami sé buena
Que puede que las ganas se te acumulen
Victoria Secret, brasier y g-string azules
Prendemos uno y que el humo se encapsule
Tú estas loquita porque KR te enchule","pop",1.04446593573419,0,1,0,0,1,0,0,1,"No"
"id_1571","Loca","Shakira","Mientras ella te complace con todos tus caprichos
Yo te llevo al malecón por un caminito
Me dicen que tu novia anda con un rifle
Porque me vio bailando mambo pa' ti, ¿qué no lo permite?
Yo no tengo la culpa de que tú te enamore'
Mientras él te compra flores yo compro cond— ooh!
Yo soy loca con mi tigre
Cuantas más rayas mejor y mira eso es lo que dicen (Shhh)","pop",0.274322740096591,2,1,1,1,1,1,0,1,"Si"
"id_1572","Frente a frente","Roco Drcal","Pero yo mi amor
Me lleno de temor
Tan solo de pensar
Que ya quieras terminar
Pero no no necesito
Que me des una razón fijate que no
No tan solo vete
Y no me digas donde estas por favor","pop",0.197642353760524,0,0,1,0,1,1,0,0,"No"
"id_1574","En el amor","JEMR","He sido ilusionado, desilusionado
Y destrozado en un abrir y cerrar de ojos
Esperé por ti todo el tiempo
Fui de feliz a estar enamorado
No quiero volver al pasado
Me asentare y pronto partiré
Me asentare y pronto partiré","pop",-0.474341649025257,0,2,0,0,1,1,0,1,"Si"
"id_1576","Chica Virtual","Arcngel","Ella es una chica vir-tual
Que le gusta con mi mente ju-gar
Ella te envuelve, bailando te envuelve
Ella es una chica sen-sual
Que le gusta verme su-dar
Ella te envuelve, bailando te envuelve, wow","pop",0,0,0,0,0,0,0,0,0,"Si"
"id_158","Mirada perdida","Leiva","Lo siento pero no, no puedes hacerlo
No pierdas el tiempo
Ya va a venir la hora de los leones
No hay porqué seguir
Con los ojos en llamas y la mirada perdida
Llueven besos de esos que van y te quitan la vida
Con los ojos en llamas y la mirada perdida
Llueven besos de esos que van y te quitan la vida","pop",-0.249875,0,1,0,0,0,0,0,0,"No"
"id_1583","Y Cómo Es Él","Marc Anthony","
Mirandote a los ojos juraria
Que tienes algo nuevo que contarme
Empieza ya mujer no tengas miedo
Quizá para mañana sea tarde
Quizá para mañana sea tarde","pop",0.384900179459751,1,1,0,1,0,2,1,0,"No"
"id_1584","Mira Quien Vuelve al 100","Cartel de Santa","Vamos para arriba y eso no puedes negarlo
Vas con la policía y presumías que eras un pinche malandro
Levantaste denuncia, ya quedaste como leandro
Retírate del rap, tú bien sabes de qué hablo
Acá nomás yo rifo, donde quiera y como siempre
El rap es de la calle y de la calle el delincuente
Mejor ya ni le busques no vaya a ser que me encuentren
Y termine denunciado por andar tumbando dientes","rap",-1.04622874869437,2,0,2,2,0,1,0,0,"No"
"id_1587","Inolvidable","Farruko","Inolvidable
Esa manera 'e besar
Esa manera 'e bailar (You hear!?)
Inolvidable (¡Farru!)
Esa manera 'e besar (Tell them!)
Esa manera 'e bailar (Alright, alright)","pop",0,0,0,0,0,0,0,0,0,"Si"
"id_1588","Ropa Loca","Elsa y Elmar","Quién tocará tu ropa
Ayyy, esa ropa loca
Que yo me quisiera poner
Quién te dirá algún día
Que tú eres la utopía
Que yo quisiera conocer","pop",-0.384900179459751,0,0,0,0,0,0,0,0,"No"
"id_1590","Pensar en Ti","Luis Miguel","Pensar en ti, pensar en ti
Seria mas hermoso oír tu voz
Viajar al cielo ilusionada
Y regresar enamorada de mi amor
Pero puedo seguir
Estando solo así
Pensando en ti","pop",1.2577759300935,0,0,0,0,1,0,0,0,"No"
"id_1593","No Te Sueltes","ZPU","Hey, ¿Dónde vas? Sigue ahí
Las cenizas prenden fuego aún
¿Dónde vas? Quédate
Agárrate fuerte, de ahí no te sueltes
¿Dónde vas? Sigue ahí
Las cenizas prenden fuego aún
¿Dónde vas? Quédate
Agárrate fuerte, de ahí no te sueltes","rap",-0.826430602748295,2,0,0,2,0,2,0,0,"No"
"id_1594","Medellín","Coqein Montana","
En la city de la coca, el falso Medellín
Del pasillo donde el brillo no está en el bling bling
Oh men, god damn, todo mi equipo está flex
Brillando sin usar chain, de 2 pesitos hicieron 100
En la city de la coca, el falso Medellín
Del pasillo donde el brillo no está en el bling bling
Oh men, god damn, todo mi equipo está flex
Brillando sin usar chain, de 2 pesitos hicieron 100","rap",0.942809041582063,2,2,2,0,2,0,2,2,"Si"
"id_1595","Se fue","Carlos Sadness","Se van, se fue
Esa mirada corriendo se va
Se van, se fue
Solo la ves una vez en la vida
No queda nada
(No queda nada)
No
(No queda nada)","pop",-0.107763181216065,0,0,0,0,0,3,0,0,"No"
"id_1600","Ese Pibito","Coqein Montana","Papá perdón por tantos pecado'
Tengo lo' ojo' rojo', el corazón blindado
Se me nota el enojo, un amor frustrado
Ahora vivo a mi antojo con dos culo' al lado
Que se joda el amor, trae droga y alcohol
Que yo quiero que esto siga hasta que salga el sol
Me presentó a una amiga y me llevé a la' do'
Que yo quiero que esto siga hasta que salga el sol","rap",0.942809041582063,3,3,2,2,6,3,2,3,"Si"
"id_1601","Calma Pueblo","Calle 13","Calma pueblo que aquí estoy yo
Lo que no dicen lo digo yo
Lo que sientes tú lo siento yo
Porque yo soy como tú
¡Duro!","rap",-0.196116135138184,0,1,0,0,0,1,0,0,"No"
"id_1607","Slow Motion","Don Omar","Rompe la disco, ponte de espalda
Rompe la disco, súbete la mini
Rompe la disco, ponte de espalda
Rompe la disco
(Vengan, Vengan, Vengan)","rap",0.408248290463863,0,0,0,0,0,0,0,0,"No"
"id_1608","Vida","Ricardo Arjona","Brasil fue campeón en el '70
Y en la radio Paul decía Hey Jude
El gol de pele en cámara lenta
Y el cigarro entraba en el menú
Vi tantas lunas
Que hoy ya no se si soy o fui
Tantas vacunas
Para lograr sobrevivir","pop",-0.301511344577764,0,0,0,0,1,0,0,1,"No"
"id_1612","Que Casualidad","Ramon Ayala y Sus Bravos Del Norte","Que casualidad
Que nos encontramos
Hoy en este día
Si vieras anoche, soné de ti
Que me acariciabas y me despertabas
Con tus amores
Que casualidad encontrarnos otra vez","country",0.371390676354104,0,0,0,0,0,0,0,0,"No"
"id_1613","Lo Nuestro","Jory Boy","Calla'o, porque nunca falta el sobra'o (No, no)
Mucho' le tiran pero son fe'o
La' amiga' me tiran en dónde ha' andao'
Lo nuestro es así
Calla'o, todavía nadie se ha entera'o (No, no)
En la cama estamo' amarrao' (Uuh)
En la mía y ella por su la'o
Lo nuestro e' así","pop",0,1,0,1,1,0,0,0,0,"No"
"id_1615","Tamo Joya","Malandro","Esto es para siempre del underground
Del barrio donde duele aguantarte el round
Del lado donde siempre estás re jugado (Re jugado)
Desde ya del ""vamos"" (Ajá, ajá)
Me dijeron: ""No se puede en el underground"" (¿Qué?)
Y estoy contando papeles por todos lados (Jajaja)
Me la chupa la tele, interne' y la radio (Que la chupe)
Ya nos acomodamos (Muah)","rap",-0.384110639798688,0,0,0,0,0,0,0,0,"Si"
"id_1616","Prieta casada","Los Tigres Del Norte","Me he de llevar esa prieta
No le hace que este casada
Ella me dice que esta
De mi muy enamorada
Que me la lleve muy lejos
Aunque sea una temporada","pop",0,0,0,0,0,0,2,0,0,"No"
"id_1620","Tu Verdad","J Balvin","Tú ere' mejor que Nochebuena
O que una noche en Cartagena
Cuando tú sale' en Luna llena
'So me motiva, me envenena
Nos entendemo', rico lo hacemo'
Cuando no' vemo' no existen lo' freno'
Nada de extremo'","pop",0.493196961916072,0,0,0,0,0,1,0,0,"No"
"id_1626","Fiel amiga","Daddy Yankee","Los día', la' noche' fría' (Fría')
Juegan con mi psicología (-gía)
En ti recae la esperanza mía
Te lo digo claro sin hipocresía (-sía)
Pedir perdón no me hace menos hombre
Quiero decírselo, pero no me responde
Cuéntame despué' lo que ella a ti te diga
Ya que tú eres su fiel amiga","pop",-1.6139866263971,0,1,0,0,1,0,1,2,"No"
"id_1627","Escondite inglés","Shakira","Yo seré tus deseos hechos piernas
La que dicte una sentencia a tu imaginación
Yo seré un complot para tu mente
El objeto y la causa de tu perdición
Y tu buena suerte","rock",0.870388279778489,1,2,1,1,1,1,1,2,"No"
"id_1630","Los Barcos","Gepe","De saber lo que es
Y lo que se dice cuando me muero
De entusiasmo, de entusiasmo...
Los barcos se van y vienen acá
Disfrutan la orilla y luego se van","pop",-2.15809500845091,0,2,0,0,2,0,2,2,"No"
"id_1631","Si Usted Fuera Yo","Christian Nodal","Es tan fácil perderse
En esa mirada
Así como amarla
Cada amanecer
Si Usted Fuera Yo
Solo por unas horas
Se daría cuenta
Que siento en mi piel","country",0.188982236504614,0,1,0,0,1,0,1,2,"No"
"id_1633","¿Cuánto cabe en un Adiós?","Mgo de Oz","Quiero saber si existe
Castigo por poner mi alma a tus pies
Y venderme por un amor
Quiero saber si existe
Un cielo para idiotas que como yo
Saben cuanto cabe en un adiós","rock",-0.171498585142509,1,0,1,1,1,0,0,0,"No"
"id_1637","Guerrero","Farruko","Porque vengo 'e la calle y soy un guerrero
No me dejo de nadie, yo me hice de cero
Yo vengo 'e la calle y soy un guerrero
No me dejo de nadie, yo me hice de cero
Yeah-yeah-yeah
(Farru, uh-uh-uh
Laramercy gang)","rap",-0.291729982995789,2,0,0,2,0,0,0,0,"No"
"id_164","Volar","Alvaro Soler","Volar con el viento
Y sentir que se para el tiempo
Pintar el momento
Y las nubes ir persiguiendo
Saber cantar, pasarlo bien
Ir por las calles y querer
Volar con el viento
Y sentir que se para el tiempo","pop",0.158113883008419,0,3,0,0,1,2,0,1,"No"
"id_1647","Orden natural","Los Claxons","Porque no me queda más (me queda más) ohh
Me queda más (me queda más) ohh
Porque no me queda más (me queda más) ohh
Me queda más (me queda más) ohh
Vida nunca pares, nunca me dejes de tentar","pop",0,0,0,0,0,0,0,0,0,"No"
"id_165","Había una vez...","Indio Solari y los Fundamentalistas del Aire Acondicionado","Con el rostro gustoso
Sin máscara que tape
El mohín de tu desdén
Con los puños en alto
Deseando, al final, hacer la revolución
Con una canción de amor","rock",0.371390676354104,0,0,0,0,1,0,0,0,"No"
"id_1656","Sermón","Foyone","(¡Wo! ¡Foyone!)
¡El Presidente!
Ya está bien de farsantes y de putas mentiras
La política es mentira
Las banderas son mentira
Las fronteras son mentira (Una puta mentira)
Foyone presidente; presidente de las calles, de los enfermos y de los muertos, presidente de las ratas, presidente de los reptiles
Sólo un puto loco puede salvarnos","rap",-1.16225840082643,6,0,6,1,0,5,1,5,"Si"
"id_1665","Espera en el cielo","Mgo de Oz","Desde que te fuiste tu cama está
Esperando a que vuelvas si te quieres tumbar
Tus juguetes también siguen aquí
Me recuerdan tu olor, me recuerdan a ti
Mama está bien","rock",0.35921060405355,1,1,1,0,0,0,0,0,"No"
"id_1668","El Agricultor","Los Tucanes De Tijuana","Ramita internacional
Eres qien cumple mis sueños
Nunca te voy a dejar
Pues ya me siento tu dueño
Graciaz a ti soy el gran
Agricultor del milenio","pop",0.384900179459751,0,0,0,0,0,1,1,0,"No"
"id_1669","Sauce Boy Freestyle 4","Eladio Carrin","Free a to' lo' mío' que están en la nevera
Deseando un día de suerte, tocando madera
Ello' quieren que me caiga, no existe manera
Par de pollo' en la caja, no son muslo' y cadera'
¿De qué valen los código', si no lo' siguen?
Nunca quieren beef cuando me ven, son vegan
No son de la movie, solo se la viven
¿Cómo te va' a llamar ""rapero"" si te escriben?","rap",0.325384460779178,0,1,0,1,1,0,1,0,"No"
"id_1673","La Vergüenza","Silvio Rodrguez","Tengo luz fría y lavamanos
Cables, botones casi humanos
Pero si fuera, ay, mi paisaje
Solo de ruinas intersas tendría la vergüenza
¿A que más?","pop",-0.36,0,0,1,1,0,1,0,0,"No"
"id_1675","En La Luna","Eskorbuto","Y asi seguire, y asi seguire
Y asi seguire y asi seguire
Y asi seguire, y asi seguire
Y asi seguire, y asi seguire
Y asi seguire y asi seguire
Y asi seguire","pop",0,0,0,0,0,0,0,0,0,"No"
"id_1678","Puebla","Alvaro Soler","Oh oh, oh oh oh
Se pierden en el momento
Oh oh, oh oh oh
Les gusta el movimiento
Todo el mundo empieza a mirar
Poco a poco y cada vez más
En Puebla bailan así
Se pierden en el momento","pop",0,0,1,0,0,0,0,0,0,"Si"
"id_1681","Mis Manos","Junior H","Entonces si ves que las racas las gastó
A veces en puteríos y en champagne, en eso ando a cada rato
La vida que llevo no le gusta a veces a mi Dios
Pero es que una mala y desaparecemos
Ya estás en la caja y tus queridos rezándote un ""Padre Nuestro""
Por eso vivo primero antes de que se oculte el sol","pop",-0.000125988157669743,0,3,0,1,3,0,1,4,"No"
"id_1685","La Cantata del Diablo Missit me Dominus","Mgo de Oz","En nombre de la única religión
Dictamos sentencia y te condenamos
A la piadosa purificación
Del fuego y el dolor
En manos de Dios debes de poner
Tu alma, tu hacienda y todos tus pecados
Acepta a Cristo y encomiéndate
Pues pronto darás cuentas a Él","rock",-0.884651736929383,2,2,2,4,1,2,0,3,"Si"
"id_1686","Darkiel Omar","Darkiel","Aunque lo doy todo por las personas
Pienso solo en mi
Mis chavos, mis cadenas, mis sueños y ser feliz
Y hablando de mis cadenas, ¿Porque se llaman así?
Porque me amarran a ser lo que de chamaco escogí","rap",0.405325630235359,0,1,0,0,1,0,0,1,"No"
"id_1689","Tiempo Al Viento","Natalia Lafourcade","Pido tiempo al viento
No olvides momentos
Vuelven sentimientos para recordar
Pido tiempo al viento
No olvides...
Vuelven sentimientos para recordar, recordar...","pop",-0.529393500329278,0,2,0,0,0,0,0,0,"No"
"id_169","Si Tu Marido No Te Quiere Colombian Remix","Ozuna","Como dice J Balvin, Tra-tra-tranquila
Que hay mucha botellas de whisky y tequila
Patrón, también hay champagne Dom Perignon
Dígame que necesita para olvidarse de él
Tú sabes que necesitas, la vamo' a pasar bien
Dígame que necesita para olvidarse de él
Tú sabes que necesitas, la vamo' a pasar bien
(Pipe Calderón)","pop",-0.86297582395295,0,0,0,0,0,0,0,0,"No"
"id_1696","Nosotros Mismos","Toteking","ToteKing
Vuelve el mc flaco
Con un DJ en los platos
Palabras son armas, lenguaje del alma
Tómalo con calma
Del corazón al bafle","rap",0.408248290463863,2,1,1,1,0,1,0,0,"No"
"id_17","Round 1","C-Kan","Ustedes saben quienes somos (¡Hey!)
Marihuanos en la calle andamos (Oye)
Deternos que nos digan como (Jaja)
Para que no se les haga extraño
Así somos, por ahí vamos","rap",0,0,0,0,0,0,0,0,0,"No"
"id_170","La Culpa de Mí","SFDK","La culpa de mí, la culpa de mí
Quién tiene la culpa de mí
La culpa de mí, la culpa de mí
Quién tiene la culpa de mí
La culpa de mí, la culpa de mí
Quién tiene la culpa de mí
La culpa de mí, la culpa de mí
Quién tiene la culpa de mí","rap",-4.81070235442364,12,0,12,0,0,12,0,0,"No"
"id_1704","Ojos negros nunca engañan","Los Tigres Del Norte","Cada dia que va pasando
Estoy sufriendo
Y si pienso en olvidarte
Sufro mas
Tengo el alma adolorida
Ya no puedo sufrir mas","pop",-0.625543242171224,0,0,0,0,0,0,0,0,"No"
"id_1705","Mucha Marihuana","Cartel de Santa","Yo soy pa' ti, tú pa' mí
Así nomás, ¿pa' que mas?
Si lo nuestro es fumar
En el bong, marihuana
Mucha marihuana","rap",0,0,0,0,0,0,0,0,0,"No"
"id_1707","Dinero Ahí Fuera","Kaydy Cain","Don't play, nunca juegues con el rey
O acabarás en los leones okay
Tengo un ejercito de pirris detrás, no llegaras ni a verlo
Porque yo voy en cabeza para darte huevo
Yo ya estuve en el infierno hablando con Dios
Ya pagué por lo que hice y por lo que no
Mi mujer es mi vida, mi vida mi familia
El dinero es mi religión, mi biblia","rap",0.363803437554499,2,2,1,2,2,1,1,2,"No"
"id_1708","Cariño dónde andarás","Los Tigres Del Norte","Cariño donde andarás
Con quien te andarás paseando
No me calienta ni el sol
Por eso vivo penando
Solo la muerte es ausencia
Tú volverás a mi lado","pop",0.642539604115686,1,3,1,2,2,2,2,2,"No"
"id_171","Putos","Kaydy Cain","Fumao con los ojos chinos
El pañuelo palestino
Los conjuntos como Moschino
La puta me ven divino
Me tatuo sin sentido
Dios nunca contó conmigo
Todo Versace fuck Migos
Tu hablando mientras yo vivo","pop",-0.514495755427526,1,2,1,1,2,0,0,2,"No"
"id_1711","Lentamente","M2H","¿Por qué soy así?
Mirándome al espejo no quiero ver
Todas las veces que nunca estuve ahí
Mientras que tus lágrimas caen lentamente
Si… mirándome al espejo no quiero ver
Todas las veces que solo pensé en mi
Mientras que tus lágrimas caen lentamente","pop",0,0,2,0,2,0,0,0,0,"No"
"id_1712","Duele","Bejo","(Tú, tú, tú)
Tú bien sabes cómo hacerme enloquecer
No te pierdas, quiero más
Pero de eso que yo quiero ya no queda
Oh baby, ven
Sólo te oigo decir ""yo no sé""
No te imaginas lo que me duele
Eh-eh, eh-eh, eh-eh, eh, eh (Duele)","rap",-0.285714285714286,1,0,0,1,0,0,0,0,"No"
"id_1719","Ya No Me Llamas","Nicky Jam","Ya no me llamas
Por mucho tiempo
Y solo quedan en mi mente tus recuerdos
Y ahora yo lloro porque eras mia
No solo fue pasion tambien fue vida","pop",-0.37101928567775,0,1,0,0,0,0,0,0,"No"
"id_1721","La Punto 40","Neutro Shorty","Mientra' má' money tiene', má' problema' (Problema')
La envidia por dentro lo' quema (Ey)
Oro rojo corriendo por mis vena' (Ey)
Ojos rojo' fumando yerba buena
Nunca les cuente' tus triunfo' a nadie, no sabe' quiene' son las hiena' (Hiena')
A mucho' le' gusta llamar al diablo, pero se cagan cuando llega","rap",-0.208012573584461,1,2,1,3,1,3,1,0,"No"
"id_1726","Ellas Soy Yo","Gloria Trevi","¿Cómo fue que olvidaste?
De su vientre y su sangre te alimentaste
Como alas de un ángel
Te tomaba en sus brazos para cuidarte
Y tú la encadenas al dolor y borras de golpe todo su valor
Y todas son ellas
Y ellas soy yo...
Ellas soy yo","pop",-0.0762512438064448,2,0,2,3,0,2,1,1,"No"
"id_1728","Perdón","Maluma","Si te fallé, perdón (Eh-eh)
Te doy toda la razón (Oh-oh)
Baby, yo te necesito (Eh-eh)
Me estoy muriendo de ganas por darte un besito
Si te fallé, perdón
Te doy toda la razón (Razón)
Baby, yo te necesito (Woh)
Me estoy muriendo de ganas, yah-ah","pop",0,0,0,0,0,0,0,0,0,"No"
"id_1736","Acepto Mi Derrota","Los Bukis","No niego es muy cierto
Que pequeño siempre fui
Para lo grande que tu siempre fuiste para mi
Si de tu boca, salió dejarme
Acepto mi derrota se feliz","pop",0.594225082166566,0,1,1,0,1,1,2,2,"No"
"id_1740","Mercedes Mclaren Slr","Yung Beef","Ponlo en el Mercedes, por el barrio vendiendo la nieve
Yo no soy tu amigo, hijo e' puta, no jodo contigo
Fajo' en los bolsillo', come-mierda, 'tamo' bendecido'
Saben cuando vengo, la calle siempre viene conmigo
Ponlo en el Mercedes, por el barrio vendiendo la nieve
Yo no soy tu amigo, hijo e' puta, no jodo contigo
Siéntela en el pecho, come-mierda, escucha lo' latido'
Saben cuando vengo, la calle siempre viene conmigo","rap",-2.07846096908265,4,2,4,1,2,1,0,2,"No"
"id_1747","Señora Primera Fila En Vivo","Yuridia","Ahora es tarde, señora
Ahora es tarde, señora
Ahora nadie puede apartarlo de mi
Ahora nadie puede apartarlo de mi
Ahora nadie puede apartarlo de mi
Ahora nadie puede apartarlo de mi","pop",0,0,0,0,0,0,2,0,0,"No"
"id_175","Mil Lágrimas","Nicky Jam","También recuerdo yo
Con todo el daño que te hice
Comoquiera me recibiste y me aceptabas en tu cama, ah-ah
Y me pregunto yo, te fuiste y no te despediste
Pagué todo lo que te hice y ahora el que llora soy yo
Ay, que soledad","rap",0.145864991497895,0,0,1,2,0,2,0,0,"No"
"id_1752","La gata bajo la lluvia - con natalia jimenez","Roco Drcal","Ya lo vez la vida es asi;
Tu te vas y yo me quedo aqui
Llovera y ya no sere tuya
Sera la gata bajo la lluvia
Y maullaré por ti","pop",0,0,0,0,0,0,0,0,0,"No"
"id_1754","Buenos Días Bebé","ejo","Buenos día', bebé
Me tuve que acostumbrar a hablar solo con tu foto
Me dejaste solito bien triste con el corazón roto
Yo aquí volviéndome loco mientras tú anda' con otro
Pero buenos día', bebé
Buenos día', bebé","pop",1.67785615875548,3,0,2,3,0,3,1,0,"No"
"id_1758","Olvídame","Gepe","Olvídame
Yo nunca he pretendido
Tener tu corazón aprisionado
El tiempo cicatriza las heridas
Que dejan los recuerdos del pasado","pop",-1.11803398874989,0,1,0,0,0,0,0,0,"No"
"id_1759","Te Boté RHLM Version","Anuel AA","Uah
Real hasta la muerte, baby
Anuel
Se viste to'a de rojo porque es una diablita (Diablita)
Hija 'e lucifer (Uah)
Tú ere' una diabla y te ensuciaste en otra piel (Uah)
To'a la mierda que tu habla' (Uah), to' se murió, mala mujer
Y ya tú a mí me endiabla y pa'l carajo te boté, baby","pop",-1.32453235706504,2,1,2,1,1,1,1,1,"No"
"id_176","Addicted","Maluma","Hoy te pusiste más linda por lo que veo
Algo casual, pero sexy, así te deseo
Y esa fragancia que tú tienes, yo ni lo creo (Yeah)
Quisiera fueras mi Julieta y yo tu Romeo
Para probar esos labios de miel (Yeh-eh, eh-eh; Baby)
Y recorrer lentamente tu piel (Wuh)","pop",1.57396180678909,0,0,0,0,0,0,0,0,"No"
"id_1761","Lágrimas Sal Y Limón","Bronco","Y aquí estoy tomando en la cantina
En mi cerveza hay lagrimas
Sal y limón
Y hay un tonto que
Ha tocado la guitarra
Esta cantando una canción
Que te gustaba
Haciendo mas profundo mi dolor","pop",-0.833333333333333,0,0,1,1,2,1,0,0,"Si"
"id_1766","Favor Con Favor","Santa RM","El portón abrió, el sol pegaba en su rostro
Él juró jamás nunca volver a ser un monstruo
Gustavo cumplió, encontró a doña Consuelo
Al fondo de un callejón, color miel era su pelo
Sus ojos lloraron al oír hablar de su hijo
¿Qué es lo que pasó? Es es el acertijo
""Siéntese mijito, ¿gusta un trago de mezcal?""
""Bueno solo uno, el alcohol me pone mal""","rap",-0.427469308597917,2,2,2,3,3,3,4,2,"Si"
"id_177","San Valentín","Eslabon Armado","El día de San Valentín cuando te pedí
Que fueras solamente para mí
Tantas horas y las rosas que te di
Fuiste mi primer amor que nunca olvidaré
Pero la neta que sí me rompistes
Te pedí ser mi novia y me negaste","country",-0.114373927749453,0,1,0,0,2,0,0,1,"No"
"id_1771","Patatús","Lasser","Yo no soy lo que ella quiere (Besos de tiramisú)
Pero soy la que lo mueve (Voy 'probar otro sabor)
Yo salgo a beber un jueves (Mucho mejor si ahí estás tú)
Y ella quiere un par de nenes (Mucho mejor si ahí estás tú)
Nunca hice mis deberes (Besos de tiramisú)
Y ella so' sacaba nueves (Voy 'probar otro sabor)
Su papá va en un Mercedes (Mucho mejor si ahí estás tú)
En mi barrio no hay Mercedes (Mucho mejor si ahí estás tú)","rap",1.69205757098552,0,2,2,1,2,2,0,2,"No"
"id_1774","Vino en Mi Jeringa","El Cuarteto de Nos","Quiero que un amigo ponga vino en mi jeringa
Que de ésta no me salve ni Mandinga
No soy un varón muy aguantador
Así que hasta acá llegué yo
Uooo, yeeee, así que hasta acá llegué yo","rock",0,0,1,0,0,1,1,0,1,"No"
"id_1775","Addicted to You","Shakira","Debe ser el perfume que usas
O el agua con la que te bañas
Pero cada cosita que haces
A mí me parece una hazaña
Me besaste esa noche
Cual si fuera el último día de tu boca
Cada vez que yo me acuerdo
Yo siento en mi pecho el peso de una roca","pop",0.136082763487954,0,2,1,1,2,1,3,2,"No"
"id_1776","El Farsante","Ozuna","Sin ti yo no me vuelvo a enamorar, no sé ni qué pensar
Ya sé porque todo me sale mal
Mentí diciéndote que era leal, siendo un amor real
Le pido a Dios me pueda perdonar
No quiero que te vaya', vamo' a intentarlo
¿Por qué no salvamo' nuestra relación?
Tú sabe', bebé
Perdona, bebé","rap",-0.966999966873137,1,1,1,3,3,1,1,3,"No"
